Observations,Number,Date,Date,Briefing,Special Issue,Commentary,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 1 Affiliation,Author 2 Affiliation,Author 3 Affiliation,Author 4 Affiliation ,Author 5 Affiliation,Author 6 Affiliation,Author 1 Country,Author 2 Country,Author 3 Country,Author 4 Country,Author 5 Country,Author 6 Country,Journal,Journal Type,Country 1,Country 2,Country 3,Country 4,Country 1 Subregion,Country 2 Subregion,Region 1,Region 2,Region 3,Region 4,Non-African countries/continents/entities featured,Discipline,topics_domestic_politics,topics_international_relations,topics_society,topics_econ,topics: political systems,topics: constitutional issues,topics: justice/ judiciary,topics: legislatures,topics: policy,topics: governance,topics: security & conflict,topics: state/statehood,topics: foreign policy,topics: multilateral interventions,topics: regional issues,topics: UN,topics: land,topics: identity,topics: social sectors,topics: demography,topics: civil society,topics: inequality,topics: service sector,topics: development,topics: industry,topics: trade,topics: investment,topics: resources,topics: aid,topics: debt,topics: colonial legacy,topics: rulers,topics: neopatrimonialism,topics: authoritarianism,topics: democracy/democratization,topics: corruption,topics: rule of law,topics: military,topics: civil conflict,topics: genocide/ethnic violence,topics: citizenship,topics: sovereignty,topics: extra-continental FP,topics: intra-continental FP,topics: FP towards Africa,topics: conflict resolution & peace-building,topics: post-conflict & peace-keeping,topics: regional integration,topics: border issues,topics: regional organization,topics: land access,topics: urbanization,topics: land rights,topics: class,topics: race,topics: ethnicty/chieftancy,topics: sexual identity,topics: gender,topics: religion,topics: national identity/nationalism/patriotism,topics: health,topics: education,topics: public services,topics: age,topics: migration,topics: diaspora,topics: NGO,topics: social/popular movements,topics: human rights,topics: cell phones,topics: mining,topics: manufacturing,topics: agriculture,topics: donors,topics: development aid,topics: humanitarian aid,topics: media,topics: democratic reversal,topics: elections,topics: public opinion/polling,topics: parties,topics: coup,topics: insurgency,topics: AU,topics: Islam,topics: witchcraft/traditional religions,topics: Christianity,topics: HIV/AIDS,topics: immigration,topics: emigration,topics: refugees/IDP,topics: resource curse,topics: youth,topics: music,topics: other,methods: qualitative,methods: quantitative,methods: single case study,methods: multiple case studies,methods: formal model ,methods: statistical methods,methods: existing data set,methods: author's data set,methods: regression analysis,methods: interviews,School of Thought,Fieldwork,bibliography: country- specific (majority of sources = country-specific),bibliography: non-country specific (majority of articles = country-non-specific) 
"""Citizenship and the logic of sovereignty in Djibouti""",186,11-Oct,Vol. 110 Iss. 441,0,0,0,Samson A. Bezabeh,0,0,0,0,0,University of Bergen,0,0,0,0,0,Norway,0,0,0,0,0,AA,africanist,Djibouti,0,0,0,0,0,"East, Horn",0,0,0,0,political science,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,yes,,
"""The politics of mobilization for security in South African townships""",187,11-Oct,Vol. 110 Iss. 441,0,0,0,Lauren Fourchard,0,0,0,0,0,Universití© de Bordeaux,0,0,0,0,0,France,0,0,0,0,0,AA,africanist,South Africa,0,0,0,0,0,Southern,0,0,0,0,political science,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policing; vigilantism; violence; mobilization,1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Modern chiefs: Tradition, development and return among traditional authorities in Ghana""",188,11-Oct,Vol. 110 Iss. 441,0,0,0,Nauja Kleist,0,0,0,0,0,Danish Institute for International Studies,0,0,0,0,0,Denmark,0,0,0,0,0,AA,africanist,Ghana,0,0,0,0,0,West,0,0,0,0,political science,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tradition; culture; modernity; local-global connections,1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Briefing: Nigeria's 2011 elections: The 'crippled giant' learns to walk?""",189,11-Oct,Vol. 110 Iss. 441,1,0,0,Sylvester Odion Akhaine,0,0,0,0,0,Lagos State University,0,0,0,0,0,Nigeria,0,0,0,0,0,AA,africanist,Nigeria,0,0,0,0,0,West,0,0,0,0,political science,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,no,,
"""David against Goliath in CíÇte d'Ivoire? Laurent Gbagbo's war against global governance""",190,12-Jan,Vol. 111 Iss. 441,0,0,0,Giulia Piccolino,0,0,0,0,0,University of Florence,0,0,0,0,0,Italy,0,0,0,0,0,AA,africanist,CíÇte d'Ivoire,0,0,0,0,0,West,0,0,0,0,international relations,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,global governance,1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Becoming indigenous in the pursuit of justice: The African Commission on Human and Peoples' Rights and the Endorois""",191,12-Jan,Vol. 111 Iss. 441,0,0,0,Gabrille Lynch,0,0,0,0,0,University of Warwick ,0,0,0,0,0,UK,0,0,0,0,0,AA,africanist,Kenya,0,0,0,0,0,East,0,0,0,0,international relations,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,human rights; identity invention; redistribution,1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Policing a plurality of worlds: The Nigeria Police in metropolitan Kano""",192,12-Jan,Vol. 111 Iss. 441,0,0,0,Alice Hills,0,0,0,0,0,University of Leeds,0,0,0,0,0,UK,0,0,0,0,0,AA,africanist,Nigeria,0,0,0,Kano,0,West,0,0,0,0,political science,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,policing,1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Botswana: A development-oriented gate-keeping state""",193,12-Jan,Vol. 111 Iss. 441,0,0,0,Ellen Hillbom,0,0,0,0,0,Lund University,0,0,0,0,0,Sweden,0,0,0,0,0,AA,africanist,Botswana,0,0,0,0,0,Southern,0,0,0,0,economics,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,developmental state; gate-keeping state,1,0,1,0,0,0,0,0,0,0,0,no,,
"""From patronage to peacebuilding? Elite capture and governance from below in Sierra Leone""",194,12-Jan,Vol. 111 Iss. 441,0,0,0,Melissa T. Labonte,0,0,0,0,0,Fordham University,0,0,0,0,0,USA,0,0,0,0,0,AA,africanist,Sierra Leone,0,0,0,0,0,West,0,0,0,0,political science,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decentralization; government reform,1,0,1,0,0,0,0,0,0,1,0,yes,,
"""NGOs and the formation of the public: Grey practices and accountability""",195,12-Jan,Vol. 111 Iss. 441,0,0,0,Laura Routley,0,0,0,0,0,University of Manchester,0,0,0,0,0,UK,0,0,0,0,0,AA,africanist,Nigeria,0,0,0,0,0,West,0,0,0,0,international relations,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the public; the people; accountability practices,1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Briefing: Donors, dependency, and political crisis in Malawi""",196,12-Jan,Vol. 111 Iss. 441,1,0,0,Daniel Wroe,0,0,0,0,0,University of East Anglia,0,0,0,0,0,UK,0,0,0,0,0,AA,africanist,Malawi,0,0,0,0,0,Southern,0,0,0,0,international relations,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aid dependency; protest; crisis,1,0,1,0,0,0,0,0,0,0,0,no,,
"""Wars do end! Changing patterns of political violence in sub-Saharan Africa""",197,12-Apr,Vol. 111 Iss. 443,0,0,0,Scott Strauss,0,0,0,0,0,University of Wisconsin,0,0,0,0,0,USA,0,0,0,0,0,AA,africanist,continental,0,0,0,0,0,Sub-Saharan ,0,0,0,0,political science,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,violence; warfare,0,1,1,0,0,0,1,0,0,0,0,no,,
"""Dangerous tales: Dominant narratives on the Congo and their unintended consequences""",198,12-Apr,Vol. 111 Iss. 443,0,0,0,Sí©verine Autesserre,0,0,0,0,0,"Barnard College, Columbia University",0,0,0,0,0,USA,0,0,0,0,0,AA,africanist,DRC,0,0,0,0,0,"Central, Great Lakes",0,0,0,0,political science,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"discourses, narratives",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Sexual minorities, human rights and public health strategies in Africa""",199,12-Apr,Vol. 111 Iss. 443,0,0,0,Marc Epprecht,0,0,0,0,0,Queens University,0,0,0,0,0,Canada,0,0,0,0,0,AA,africanist,continental,0,0,0,0,0,continental ,0,0,0,0,international relations,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,public health,1,0,1,0,0,0,0,0,0,0,0,no,,
"""The big fish won't fry themselves: Criminal accountability for post-election violence in Kenya""",200,12-Apr,Vol. 111 Iss. 443,0,0,0,Stephen Brown,Chandra Lekha Sriram,0,0,0,0,University of Ottawa,School of Oriental and African Studies,0,0,0,0,Canada,UK,0,0,0,0,AA,africanist,Kenya,0,0,0,0,0,East,0,0,0,0,political science,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,violence; transitional justice; accountability,1,0,1,0,0,0,0,0,0,1,0,yes ,,
"""Security, development, and force: Revisiting police reform in Sierra Leone""",201,12-Apr,Vol. 111 Iss. 443,0,0,0,Erlend GríŸner Krogstad,0,0,0,0,0,University of Oxford,0,0,0,0,0,UK,0,0,0,0,0,AA,africanist,Sierra Leone,0,0,0,0,0,West,0,0,0,0,political science,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policing; police reform; security development nexus,1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Discovery and denial: Social science theory and interdisciplinarity in African Studies""",202,12-Apr,Vol. 111 Iss. 443,0,0,0,Deborah Fahy Bryceson,0,0,0,0,0,University of Glasglow,0,0,0,0,0,Scotland,0,0,0,0,0,AA,africanist,continental,0,0,0,0,0,continental ,0,0,0,0,african studies,0,1,0,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,,,,,,,,,,,,,,,,0,0,"theory, African studies, agenda-setting, international financial institutions",1,,,,,,,,,,,no,,
"""Briefing: The politics of oil in Uganda""",203,12-Apr,Vol. 111 Iss. 443,1,0,0,Richard Vokes,0,0,0,0,0,University of Cantebury,0,0,0,0,0,New Zealand,0,0,0,0,0,AA,africanist,Uganda,0,0,0,"Lake Albert Region, Western Uganda",0,East,0,0,0,0,political science,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,oil,1,0,1,0,0,0,0,0,0,0,0,no,,
"""Extraversion, vulnerability to donors, and political liberalization in Africa""",204,12-Jul,Vol. 111 Iss. 444,0,0,0,Caryn Peiffer ,Pierre Englebert,0,0,0,0,Claremont Graduate University,Pomona College,0,0,0,0,USA,USA,0,0,0,0,AA,africanist,continental,0,0,0,0,0,continental ,0,0,0,0,international relations,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,extraversion; political liberalization,0,1,1,0,0,1,1,0,1,0,0,no,,
"""Developmental patrimonialism? The case of Rwanda""",205,12-Jul,Vol. 111 Iss. 444,0,0,0,David Booth,Frederick Golooba-Mutebi,0,0,0,0,"Africa Power and Politics Programme, Overseas Development Institute","Africa Power and Politics Programme, Overseas Development Institute",0,0,0,0,UK,Uganda,0,0,0,0,AA,africanist,Rwanda,0,0,0,0,0,"Central, Great Lakes",0,0,0,0,political science,1,0,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,patrimonial developmental state; business,1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Managing donor perceptions: Contextualizing Uganda's 2007 intervention in Somalia""",206,12-Jul,Vol. 111 Iss. 444,0,0,0,Jonathan Fisher,0,0,0,0,0,University of Birmingham ,0,0,0,0,0,UK,0,0,0,0,0,AA,africanist,Uganda,Somalia,0,0,0,0,East,"East, Horn",0,0,0,international relations,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,1,constructivism (IR),yes,,
"""Historicity, power, dissidence: The third-generation poetry and military oppression in Nigeria""",207,12-Jul,Vol. 111 Iss. 444,0,0,0,Sule E. Egya,0,0,0,0,0,IBB University,0,0,0,0,0,Nigeria,0,0,0,0,0,AA,africanist,Nigeria,0,0,0,0,0,West,0,0,0,0,literature,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,0,"culture, literature, poetry, resistance",,,,,,,,,,,,no,,
"""Control, politics and identity in the Angolan Civil War""",208,12-Jul,Vol. 111 Iss. 444,0,0,0,Justin Pearce,0,0,0,0,0,School of Oriental and African Studies,0,0,0,0,0,UK,0,0,0,0,0,AA,africanist,Angola,0,0,0,0,0,Southern,0,0,0,0,political science,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,civil war; anticolonialism; legitimation,1,0,1,0,0,0,0,0,0,1,0,yes ,,
"""Botswana as a 'Development-Oriented Gate-Keeping State""--A response to Hillbom""",209,12-Jul,Vol. 111 Iss. 444,0,0,0,Ian Taylor,0,0,0,0,0,St. Andrews University,0,0,0,0,0,Scotland,0,0,0,0,0,AA,africanist,Botswana,0,0,0,0,0,Southern,0,0,0,0,economics,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,development state; gate-keeping,1,0,1,0,0,0,0,0,0,0,0,no,,
"""Botswana as a 'Development-Oriented Gate-Keeping State""--A reply to Taylor""",210,12-Jul,Vol. 111 Iss. 444,0,0,0,Ellen Hillbom,0,0,0,0,0,Lund University,0,0,0,0,0,Sweden,0,0,0,0,0,AA,africanist,Botswana,0,0,0,0,0,Southern,0,0,0,0,economics,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,development state; gate-keeping,1,0,1,0,0,0,0,0,0,0,0,no,,
"""Briefing: Rumours and realities of Chinese agricultural engagement in Mozambique""",211,12-Jul,Vol. 111 Iss. 444,1,0,0,Deborah Brautigam,Sigrid-Marianella Stensrud Ekman,0,0,0,0,American University,Center for International Forestry Research,0,0,0,0,USA,Kenya,0,0,0,0,AA,africanist,Mozambique,0,0,0,0,0,Southern,0,0,0,China,international relations,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,yes ,,
"""The new politics of Zimbabwe's lowveld: Struggles over land at the margins""",212,12-Oct,Vol. 111 Iss. 445,0,0,0,Ian Scoones,Joseph Chaumba,Blasio Mavedzenge,William Wolmer,0,0,University of Sussex,University of Zimbabwe,independent scholar,independent scholar,0,0,UK,Zimbabwe,Zimbabwe,UK,0,0,AA,africanist,Zimbabwe,0,0,0,"Nuanetsi ranch, Save Valley, Chiredzi River, Gonarezhou National Park",0,Southern,0,0,0,0,political science,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,state-society relations,1,0,0,1,0,0,0,0,0,1,0,yes,,
"""Whiteness, racism, and Afrikaner identity in post-apartheid South Africa""",213,12-Oct,Vol. 111 Iss. 445,0,0,0,Cornel Verwey,Michael Quayle,0,0,0,0,University of KwaZulu-Natal,University of KwaZulu-Natal,0,0,0,0,South Africa,South Africa,0,0,0,0,AA,africanist,South Africa,0,0,0,0,0,Southern,0,0,0,0,psychology,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,structural violence,1,0,1,0,0,0,0,0,0,1,postmodernism,yes,,
"""Ethnicity, violence, and the immigrant-guest metaphor in Kenya""",214,12-Oct,Vol. 111 Iss. 445,0,0,0,Sarah Jenkins,0,0,0,0,0,Aberystwyth University,0,0,0,0,0,Wales,0,0,0,0,0,AA,africanist,Kenya,0,0,0,0,0,East,0,0,0,0,political science,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,violence,1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Security votes in Nigeria: Disguising stealing from the public purse""",215,12-Oct,Vol. 111 Iss. 445,0,0,0,"Obiamaka Egbo, Ifeoma Nwakoby, Josaphat Onwumere, and Chibuike Uche",0,0,0,0,0,Univeristy of Nigeria,University of Nigeria,University of Nigeria,University of Nigeria,0,0,Nigeria,Nigeria,Nigeria,Nigeria,0,0,AA,africanist,Nigeria,0,0,0,0,0,West,0,0,0,0,political science,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oil rents; accountability,1,0,1,0,0,0,0,0,0,0,0,no,,
"""Rendering difference visible: The Kenyan state and its Somali citizens""",216,12-Oct,Vol. 111 Iss. 445,0,0,0,Emma Lochery,0,0,0,0,0,University of Oxford,0,0,0,0,0,UK,0,0,0,0,0,AA,africanist,Kenya,Somalia,0,0,0,0,East,"East, Horn",0,0,0,political science,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Glocal naming and shaming: Toponymic (inter)national relations on Lagos and and New York's streets""",217,12-Oct,Vol. 111 Iss. 445,0,0,0,Wale Adebanwi,0,0,0,0,0,UC Davis,0,0,0,0,0,USA,0,0,0,0,0,AA,africanist,Nigeria,0,0,0,Lagos,0,West,0,0,0,USA,international relations,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,transnational politics,1,0,0,1,0,0,0,0,0,1,,yes,,
"""Briefing: The African Union at Ten: An appraisal""",218,12-Oct,Vol. 111 Iss. 445,1,0,0,Tim Murithi,0,0,0,0,0,University of the Free State,0,0,0,0,0,South Africa,0,0,0,0,0,AA,africanist,continental,0,0,0,0,0,continental ,0,0,0,0,international relations,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,international norms,1,0,1,0,0,0,0,0,0,0,0,no,,
"""Africa's new big man rule? Pentecostalism and patronage in Ghana""",219,13-Jan,Vol. 112 Iss. 446,0,0,0,John F. McCauley,0,0,0,0,0,University of Maryland,0,0,0,0,0,USA,0,0,0,0,0,AA,africanist,Ghana,0,0,0,0,0,West,0,0,0,0,political science,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,big man rule,1,0,1,0,0,0,0,0,0,1,0,yes,,
